sample_id,scene_id,actual_date,path,node_id,label,severity,purpose,tabular_key
KAL00065,S1A_IW_GRDH_1SDV_20231125T002553_20231125T002619_051366_0632CF_rtc,2023-11-25,data/images/KAL00065.npy,KAL_BUL,1,high,pre_event,KAL_BUL_2023-11-27
KAL00067,S1A_IW_GRDH_1SDV_20231207T002553_20231207T002619_051541_0638D1_rtc,2023-12-07,data/images/KAL00067.npy,KAL_BUL,1,high,pre_event,KAL_BUL_2023-12-12
KAL00068,S1A_IW_GRDH_1SDV_20240523T002552_20240523T002617_053991_069047_rtc,2024-05-23,data/images/KAL00068.npy,KAL_BUL,1,high,flood_peak,KAL_BUL_2024-05-28
KAL00069,S1A_IW_GRDH_1SDV_20240523T002552_20240523T002617_053991_069047_rtc,2024-05-23,data/images/KAL00069.npy,KAL_BUL,1,high,pre_event,KAL_BUL_2024-05-24
KAL00066,S1A_IW_GRDH_1SDV_20231219T002553_20231219T002618_051716_063EF0_rtc,2023-12-19,data/images/KAL00066.npy,KAL_BUL,1,high,flood_peak,KAL_BUL_2023-12-21
KAL00070,S1A_IW_GRDH_1SDV_20240604T002551_20240604T002617_054166_069654_rtc,2024-06-04,data/images/KAL00070.npy,KAL_BUL,1,high,flood_peak,KAL_BUL_2024-06-04
KAL00071,S1A_IW_GRDH_1SDV_20240604T002551_20240604T002617_054166_069654_rtc,2024-06-04,data/images/KAL00071.npy,KAL_BUL,1,high,pre_event,KAL_BUL_2024-06-01
KAL00073,S1A_IW_GRDH_1SDV_20251126T002540_20251126T002605_062041_07C2FF_rtc,2025-11-26,data/images/KAL00073.npy,KAL_BUL,1,severe,pre_event,KAL_BUL_2025-11-23
KAL00072,S1A_IW_GRDH_1SDV_20251126T002540_20251126T002605_062041_07C2FF_rtc,2025-11-26,data/images/KAL00072.npy,KAL_BUL,1,severe,flood_peak,KAL_BUL_2025-11-29
KAL00079,S1A_IW_GRDH_1SSV_20160505T002508_20160505T002522_011116_010C15_rtc,2016-05-05,data/images/KAL00079.npy,KAL_KLT,1,severe,pre_event,KAL_KLT_2016-05-11
KAL00078,S1A_IW_GRDH_1SSV_20160522T125651_20160522T125720_011372_01146A_rtc,2016-05-22,data/images/KAL00078.npy,KAL_KLT,1,severe,flood_peak,KAL_KLT_2016-05-15
KAL00081,S1A_IW_GRDH_1SDV_20191017T002531_20191017T002557_029491_035B01_rtc,2019-10-17,data/images/KAL00081.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2019-10-17
KAL00080,S1A_IW_GRDH_1SDV_20191017T002531_20191017T002557_029491_035B01_rtc,2019-10-17,data/images/KAL00080.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2019-10-21
KAL00082,S1A_IW_GRDH_1SDV_20231101T002554_20231101T002620_051016_0626C0_rtc,2023-11-01,data/images/KAL00082.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2023-10-21
KAL00085,S1A_IW_GRDH_1SDV_20231101T002554_20231101T002620_051016_0626C0_rtc,2023-11-01,data/images/KAL00085.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2023-10-30
KAL00084,S1A_IW_GRDH_1SDV_20231113T002554_20231113T002620_051191_062CC5_rtc,2023-11-13,data/images/KAL00084.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2023-11-10
KAL00083,S1A_IW_GRDH_1SDV_20231008T002555_20231008T002620_050666_061AC8_rtc,2023-10-08,data/images/KAL00083.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2023-10-18
KAL00086,S1A_IW_GRDH_1SDV_20231125T002553_20231125T002619_051366_0632CF_rtc,2023-11-25,data/images/KAL00086.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2023-11-25
KAL00088,S1A_IW_GRDH_1SDV_20231125T002553_20231125T002619_051366_0632CF_rtc,2023-11-25,data/images/KAL00088.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2023-12-01
KAL00087,S1A_IW_GRDH_1SDV_20231125T002553_20231125T002619_051366_0632CF_rtc,2023-11-25,data/images/KAL00087.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2023-11-21
KAL00089,S1A_IW_GRDH_1SDV_20231125T002553_20231125T002619_051366_0632CF_rtc,2023-11-25,data/images/KAL00089.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2023-11-27
KAL00091,S1A_IW_GRDH_1SDV_20231207T002553_20231207T002619_051541_0638D1_rtc,2023-12-07,data/images/KAL00091.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2023-12-09
KAL00090,S1A_IW_GRDH_1SDV_20231207T002553_20231207T002619_051541_0638D1_rtc,2023-12-07,data/images/KAL00090.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2023-12-12
KAL00093,S1A_IW_GRDH_1SDV_20231207T002553_20231207T002619_051541_0638D1_rtc,2023-12-07,data/images/KAL00093.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2023-12-12
KAL00092,S1A_IW_GRDH_1SDV_20231219T002553_20231219T002618_051716_063EF0_rtc,2023-12-19,data/images/KAL00092.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2023-12-21
KAL00094,S1A_IW_GRDH_1SDV_20240523T002552_20240523T002617_053991_069047_rtc,2024-05-23,data/images/KAL00094.npy,KAL_KLT,1,high,flood_peak,KAL_KLT_2024-05-27
KAL00095,S1A_IW_GRDH_1SDV_20240523T002552_20240523T002617_053991_069047_rtc,2024-05-23,data/images/KAL00095.npy,KAL_KLT,1,high,pre_event,KAL_KLT_2024-05-23
KAL00096,S1A_IW_GRDH_1SDV_20251126T002540_20251126T002605_062041_07C2FF_rtc,2025-11-26,data/images/KAL00096.npy,KAL_KLT,1,severe,flood_peak,KAL_KLT_2025-11-29
KAL00097,S1A_IW_GRDH_1SDV_20251126T002540_20251126T002605_062041_07C2FF_rtc,2025-11-26,data/images/KAL00097.npy,KAL_KLT,1,severe,pre_event,KAL_KLT_2025-11-23
KAL00098,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data/images/KAL00098.npy,KAL_RAT,1,high,flood_peak,KAL_RAT_2015-10-16
KAL00100,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data/images/KAL00100.npy,KAL_RAT,1,severe,flood_peak,KAL_RAT_2015-10-24
KAL00099,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data/images/KAL00099.npy,KAL_RAT,1,high,pre_event,KAL_RAT_2015-10-13
KAL00101,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data/images/KAL00101.npy,KAL_RAT,1,severe,pre_event,KAL_RAT_2015-10-20
KAL00102,S1A_IW_GRDH_1SSV_20160517T124848_20160517T124917_011299_0111FA_rtc,2016-05-17,data/images/KAL00102.npy,KAL_RAT,1,severe,flood_peak,KAL_RAT_2016-05-15
KAL00103,S1A_IW_GRDH_1SSV_20160505T002508_20160505T002522_011116_010C15_rtc,2016-05-05,data/images/KAL00103.npy,KAL_RAT,1,severe,pre_event,KAL_RAT_2016-05-11
KAL00105,S1A_IW_GRDH_1SDV_20231101T124930_20231101T124959_051024_062707_rtc,2023-11-01,data/images/KAL00105.npy,KAL_RAT,1,high,pre_event,KAL_RAT_2023-11-02
KAL00104,S1A_IW_GRDH_1SDV_20231101T124930_20231101T124959_051024_062707_rtc,2023-11-01,data/images/KAL00104.npy,KAL_RAT,1,high,flood_peak,KAL_RAT_2023-11-05
KAL00106,S1A_IW_GRDH_1SDV_20231219T124929_20231219T124958_051724_063F39_rtc,2023-12-19,data/images/KAL00106.npy,KAL_RAT,1,high,flood_peak,KAL_RAT_2023-12-21
KAL00107,S1A_IW_GRDH_1SDV_20231219T002553_20231219T002618_051716_063EF0_rtc,2023-12-19,data/images/KAL00107.npy,KAL_RAT,1,high,pre_event,KAL_RAT_2023-12-16
KAL00109,S1A_IW_GRDH_1SDV_20240523T002552_20240523T002617_053991_069047_rtc,2024-05-23,data/images/KAL00109.npy,KAL_RAT,1,high,pre_event,KAL_RAT_2024-05-23
KAL00108,S1A_IW_GRDH_1SDV_20240523T124928_20240523T124957_053999_06908D_rtc,2024-05-23,data/images/KAL00108.npy,KAL_RAT,1,high,flood_peak,KAL_RAT_2024-05-27
KAL00111,S1A_IW_GRDH_1SDV_20251126T002540_20251126T002605_062041_07C2FF_rtc,2025-11-26,data/images/KAL00111.npy,KAL_RAT,1,severe,pre_event,KAL_RAT_2025-11-23
KAL00110,S1A_IW_GRDH_1SDV_20251126T124916_20251126T124945_062049_07C34E_rtc,2025-11-26,data/images/KAL00110.npy,KAL_RAT,1,severe,flood_peak,KAL_RAT_2025-11-29
KAL00112,S1A_IW_GRDH_1SDV_20220311T002540_20220311T002605_042266_0509A4_rtc,2022-03-11,data/images/KAL00112.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2022-03-06
KAL00113,S1A_IW_GRDH_1SDV_20230411T124923_20230411T124952_048049_05C69F_rtc,2023-04-11,data/images/KAL00113.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2023-04-15
KAL00114,S1A_IW_GRDH_1SDV_20240722T002549_20240722T002615_054866_06AE9B_rtc,2024-07-22,data/images/KAL00114.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2024-07-24
KAL00116,S1A_IW_GRDH_1SDV_20230306T002545_20230306T002611_047516_05B49E_rtc,2023-03-06,data/images/KAL00116.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2023-03-05
KAL00117,S1A_IW_GRDH_1SDV_20170828T002517_20170828T002543_018116_01E6D6_rtc,2017-08-28,data/images/KAL00117.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2017-08-28
KAL00118,S1A_IW_GRDH_1SDV_20240229T002550_20240229T002616_052766_06629C_rtc,2024-02-29,data/images/KAL00118.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2024-02-27
KAL00121,S1A_IW_GRDH_1SSV_20160411T002507_20160411T002521_010766_01014C_rtc,2016-04-11,data/images/KAL00121.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2016-04-12
KAL00123,S1A_IW_GRDH_1SSV_20161101T124854_20161101T124924_013749_01611B_rtc,2016-11-01,data/images/KAL00123.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2016-10-26
KAL00119,S1A_IW_GRDH_1SDV_20161113T002513_20161113T002538_013916_016673_rtc,2016-11-13,data/images/KAL00119.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2016-11-12
KAL00120,S1A_IW_GRDH_1SDV_20230902T002554_20230902T002619_050141_0608DD_rtc,2023-09-02,data/images/KAL00120.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2023-08-23
KAL00126,S1A_IW_GRDH_1SDV_20180811T124905_20180811T124934_023199_028554_rtc,2018-08-11,data/images/KAL00126.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2018-08-16
KAL00125,S1A_IW_GRDH_1SDV_20221025T002550_20221025T002615_045591_05737E_rtc,2022-10-25,data/images/KAL00125.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2022-10-22
KAL00124,S1A_IW_GRDH_1SDV_20251114T002540_20251114T002606_061866_07BC30_rtc,2025-11-14,data/images/KAL00124.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2025-11-14
KAL00128,S1A_IW_GRDH_1SDV_20200824T124913_20200824T124942_034049_03F3DE_rtc,2020-08-24,data/images/KAL00128.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2020-08-30
KAL00129,S1A_IW_GRDH_1SDV_20200426T002529_20200426T002555_032291_03BC75_rtc,2020-04-26,data/images/KAL00129.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2020-05-01
KAL00127,S1A_IW_GRDH_1SDV_20180107T002516_20180107T002542_020041_022260_rtc,2018-01-07,data/images/KAL00127.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2018-01-12
KAL00132,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data/images/KAL00132.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2015-10-11
KAL00131,S1A_IW_GRDH_1SSV_20150216T002440_20150216T002505_004641_005B9D_rtc,2015-02-16,data/images/KAL00131.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2015-02-18
KAL00134,S1A_IW_GRDH_1SSV_20160716T002450_20160716T002515_012166_012DD0_rtc,2016-07-16,data/images/KAL00134.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2016-07-06
KAL00130,S1A_IW_GRDH_1SDV_20190327T124904_20190327T124933_026524_02F8CD_rtc,2019-03-27,data/images/KAL00130.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2019-03-22
KAL00133,S1A_IW_GRDH_1SDV_20230423T002546_20230423T002612_048216_05CC2F_rtc,2023-04-23,data/images/KAL00133.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2023-04-19
KAL00136,S1A_IW_GRDH_1SDV_20220215T002540_20220215T002605_041916_04FDB3_rtc,2022-02-15,data/images/KAL00136.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2022-02-18
KAL00135,S1A_IW_GRDH_1SDV_20190619T002526_20190619T002551_027741_0321A2_rtc,2019-06-19,data/images/KAL00135.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2019-06-21
KAL00138,S1A_IW_GRDH_1SDV_20240511T002552_20240511T002617_053816_068A41_rtc,2024-05-11,data/images/KAL00138.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2024-05-11
KAL00137,S1A_IW_GRDH_1SDV_20210912T124919_20210912T124948_039649_04B013_rtc,2021-09-12,data/images/KAL00137.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2021-09-16
KAL00141,S1A_IW_GRDH_1SDV_20180928T124907_20180928T124936_023899_029BD6_rtc,2018-09-28,data/images/KAL00141.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2018-09-26
KAL00142,S1A_IW_GRDH_1SDV_20160318T002506_20160318T002521_010416_00F713_rtc,2016-03-18,data/images/KAL00142.npy,KAL_RAT,0,none,dry_negative,KAL_RAT_2016-03-11
KAL00140,S1A_IW_GRDH_1SDV_20250810T002541_20250810T002606_060466_rtc,2025-08-10,data/images/KAL00140.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2025-08-12
KAL00145,S1A_IW_GRDH_1SSV_20150324T002441_20150324T002506_005166_00683C_rtc,2015-03-24,data/images/KAL00145.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2015-03-19
KAL00143,S1A_IW_GRDH_1SDV_20241225T002547_20241225T002612_057141_070698_rtc,2024-12-25,data/images/KAL00143.npy,KAL_KLT,0,none,dry_negative,KAL_KLT_2024-12-22
KAL00144,S1A_IW_GRDH_1SDV_20251021T002542_20251021T002607_061516_07AE6C_rtc,2025-10-21,data/images/KAL00144.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2025-10-16
KAL00146,S1A_IW_GRDH_1SDV_20190725T002528_20190725T002553_028266_033171_rtc,2019-07-25,data/images/KAL00146.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2019-07-27
KAL00147,S1A_IW_GRDH_1SSV_20160809T002451_20160809T002516_012516_01395D_rtc,2016-08-09,data/images/KAL00147.npy,KAL_BUL,0,none,dry_negative,KAL_BUL_2016-08-06
KAL00148,S1A_IW_GRDH_1SDV_20200226T002528_20200226T002553_031416_039DD0_rtc,2020-02-26,data/images/KAL00148.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2020-02-28
KAL00149,S1A_IW_GRDH_1SDV_20230318T002545_20230318T002611_047691_05BA8A_rtc,2023-03-18,data/images/KAL00149.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2023-03-23
KAL00150,S1A_IW_GRDH_1SDV_20210316T002534_20210316T002559_037016_045B2B_rtc,2021-03-16,data/images/KAL00150.npy,KAL_AGA,0,none,dry_negative,KAL_AGA_2021-03-22
KAL00151,S1A_IW_GRDH_1SDV_20160318T002506_20160318T002521_010416_00F713_rtc,2016-03-18,data/images/KAL00151.npy,KAL_BAL,0,none,dry_negative,KAL_BAL_2016-03-13
