sample_id,node_id,lat,lon,basin,target_date,window_start,window_end,label,severity,purpose,event_id,chip_half_km,tabular_key
KAL00023,KAL_AGA,6.535,80.15,Kalu,2024-05-20,2024-05-14,2024-05-22,1,high,pre_event,KAL_AGA_20240523,3.2,KAL_AGA_2024-05-20
KAL00024,KAL_AGA,6.535,80.15,Kalu,2024-06-04,2024-05-29,2024-06-10,1,high,flood_peak,KAL_AGA_20240604,3.2,KAL_AGA_2024-06-04
KAL00025,KAL_AGA,6.535,80.15,Kalu,2024-06-01,2024-05-26,2024-06-03,1,high,pre_event,KAL_AGA_20240604,3.2,KAL_AGA_2024-06-01
KAL00026,KAL_AGA,6.535,80.15,Kalu,2025-11-29,2025-11-23,2025-12-05,1,severe,flood_peak,KAL_AGA_20251127,3.2,KAL_AGA_2025-11-29
KAL00027,KAL_AGA,6.535,80.15,Kalu,2025-11-24,2025-11-18,2025-11-26,1,severe,pre_event,KAL_AGA_20251127,3.2,KAL_AGA_2025-11-24
KAL00028,KAL_BAL,6.652,80.698,Kalu,2015-10-24,2015-10-18,2015-10-30,1,severe,flood_peak,KAL_BAL_20151023,3.2,KAL_BAL_2015-10-24
KAL00029,KAL_BAL,6.652,80.698,Kalu,2015-10-20,2015-10-14,2015-10-22,1,severe,pre_event,KAL_BAL_20151023,3.2,KAL_BAL_2015-10-20
KAL00030,KAL_BAL,6.652,80.698,Kalu,2015-11-13,2015-11-07,2015-11-19,1,high,flood_peak,KAL_BAL_20151113,3.2,KAL_BAL_2015-11-13
KAL00031,KAL_BAL,6.652,80.698,Kalu,2015-11-10,2015-11-04,2015-11-12,1,high,pre_event,KAL_BAL_20151113,3.2,KAL_BAL_2015-11-10
KAL00032,KAL_BAL,6.652,80.698,Kalu,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,KAL_BAL_20160514,3.2,KAL_BAL_2016-05-15
KAL00033,KAL_BAL,6.652,80.698,Kalu,2016-05-11,2016-05-05,2016-05-13,1,severe,pre_event,KAL_BAL_20160514,3.2,KAL_BAL_2016-05-11
KAL00034,KAL_BAL,6.652,80.698,Kalu,2018-11-06,2018-10-31,2018-11-12,1,high,flood_peak,KAL_BAL_20181105,3.2,KAL_BAL_2018-11-06
KAL00035,KAL_BAL,6.652,80.698,Kalu,2018-11-02,2018-10-27,2018-11-04,1,high,pre_event,KAL_BAL_20181105,3.2,KAL_BAL_2018-11-02
KAL00036,KAL_BAL,6.652,80.698,Kalu,2023-10-26,2023-10-20,2023-11-01,1,high,flood_peak,KAL_BAL_20231026,3.2,KAL_BAL_2023-10-26
KAL00037,KAL_BAL,6.652,80.698,Kalu,2023-10-23,2023-10-17,2023-10-25,1,high,pre_event,KAL_BAL_20231026,3.2,KAL_BAL_2023-10-23
KAL00038,KAL_BAL,6.652,80.698,Kalu,2023-11-14,2023-11-08,2023-11-20,1,high,flood_peak,KAL_BAL_20231105,3.2,KAL_BAL_2023-11-14
KAL00039,KAL_BAL,6.652,80.698,Kalu,2023-11-02,2023-10-27,2023-11-04,1,high,pre_event,KAL_BAL_20231105,3.2,KAL_BAL_2023-11-02
KAL00040,KAL_BAL,6.652,80.698,Kalu,2023-11-23,2023-11-17,2023-11-29,1,high,flood_peak,KAL_BAL_20231123,3.2,KAL_BAL_2023-11-23
KAL00041,KAL_BAL,6.652,80.698,Kalu,2023-11-20,2023-11-14,2023-11-22,1,high,pre_event,KAL_BAL_20231123,3.2,KAL_BAL_2023-11-20
KAL00042,KAL_BAL,6.652,80.698,Kalu,2023-12-19,2023-12-13,2023-12-25,1,high,flood_peak,KAL_BAL_20231216,3.2,KAL_BAL_2023-12-19
KAL00043,KAL_BAL,6.652,80.698,Kalu,2023-12-13,2023-12-07,2023-12-15,1,high,pre_event,KAL_BAL_20231216,3.2,KAL_BAL_2023-12-13
KAL00044,KAL_BAL,6.652,80.698,Kalu,2024-05-26,2024-05-20,2024-06-01,1,high,flood_peak,KAL_BAL_20240524,3.2,KAL_BAL_2024-05-26
KAL00045,KAL_BAL,6.652,80.698,Kalu,2024-05-21,2024-05-15,2024-05-23,1,high,pre_event,KAL_BAL_20240524,3.2,KAL_BAL_2024-05-21
KAL00046,KAL_BAL,6.652,80.698,Kalu,2025-11-29,2025-11-23,2025-12-05,1,severe,flood_peak,KAL_BAL_20251126,3.2,KAL_BAL_2025-11-29
KAL00047,KAL_BAL,6.652,80.698,Kalu,2025-11-23,2025-11-17,2025-11-25,1,severe,pre_event,KAL_BAL_20251126,3.2,KAL_BAL_2025-11-23
KAL00048,KAL_BUL,6.66,80.19,Kalu,2015-10-16,2015-10-10,2015-10-22,1,high,flood_peak,KAL_BUL_20151016,3.2,KAL_BUL_2015-10-16
KAL00049,KAL_BUL,6.66,80.19,Kalu,2015-10-13,2015-10-07,2015-10-15,1,high,pre_event,KAL_BUL_20151016,3.2,KAL_BUL_2015-10-13
KAL00050,KAL_BUL,6.66,80.19,Kalu,2015-10-25,2015-10-19,2015-10-31,1,severe,flood_peak,KAL_BUL_20151023,3.2,KAL_BUL_2015-10-25
KAL00051,KAL_BUL,6.66,80.19,Kalu,2015-10-20,2015-10-14,2015-10-22,1,severe,pre_event,KAL_BUL_20151023,3.2,KAL_BUL_2015-10-20
KAL00052,KAL_BUL,6.66,80.19,Kalu,2015-11-08,2015-11-02,2015-11-14,1,high,flood_peak,KAL_BUL_20151108,3.2,KAL_BUL_2015-11-08
KAL00053,KAL_BUL,6.66,80.19,Kalu,2015-11-05,2015-10-30,2015-11-07,1,high,pre_event,KAL_BUL_20151108,3.2,KAL_BUL_2015-11-05
KAL00054,KAL_BUL,6.66,80.19,Kalu,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,KAL_BUL_20160514,3.2,KAL_BUL_2016-05-15
KAL00055,KAL_BUL,6.66,80.19,Kalu,2016-05-11,2016-05-05,2016-05-13,1,severe,pre_event,KAL_BUL_20160514,3.2,KAL_BUL_2016-05-11
KAL00056,KAL_BUL,6.66,80.19,Kalu,2019-10-20,2019-10-14,2019-10-26,1,high,flood_peak,KAL_BUL_20191020,3.2,KAL_BUL_2019-10-20
KAL00057,KAL_BUL,6.66,80.19,Kalu,2019-10-17,2019-10-11,2019-10-19,1,high,pre_event,KAL_BUL_20191020,3.2,KAL_BUL_2019-10-17
KAL00058,KAL_BUL,6.66,80.19,Kalu,2023-10-21,2023-10-15,2023-10-27,1,high,flood_peak,KAL_BUL_20231021,3.2,KAL_BUL_2023-10-21
KAL00059,KAL_BUL,6.66,80.19,Kalu,2023-10-18,2023-10-12,2023-10-20,1,high,pre_event,KAL_BUL_20231021,3.2,KAL_BUL_2023-10-18
KAL00060,KAL_BUL,6.66,80.19,Kalu,2023-11-10,2023-11-04,2023-11-16,1,high,flood_peak,KAL_BUL_20231104,3.2,KAL_BUL_2023-11-10
KAL00061,KAL_BUL,6.66,80.19,Kalu,2023-11-01,2023-10-26,2023-11-03,1,high,pre_event,KAL_BUL_20231104,3.2,KAL_BUL_2023-11-01
KAL00062,KAL_BUL,6.66,80.19,Kalu,2023-11-25,2023-11-19,2023-12-01,1,high,flood_peak,KAL_BUL_20231125,3.2,KAL_BUL_2023-11-25
KAL00063,KAL_BUL,6.66,80.19,Kalu,2023-11-22,2023-11-16,2023-11-24,1,high,pre_event,KAL_BUL_20231125,3.2,KAL_BUL_2023-11-22
KAL00064,KAL_BUL,6.66,80.19,Kalu,2023-11-30,2023-11-24,2023-12-06,1,high,flood_peak,KAL_BUL_20231130,3.2,KAL_BUL_2023-11-30
KAL00065,KAL_BUL,6.66,80.19,Kalu,2023-11-27,2023-11-21,2023-11-29,1,high,pre_event,KAL_BUL_20231130,3.2,KAL_BUL_2023-11-27
KAL00066,KAL_BUL,6.66,80.19,Kalu,2023-12-21,2023-12-15,2023-12-27,1,high,flood_peak,KAL_BUL_20231215,3.2,KAL_BUL_2023-12-21
KAL00067,KAL_BUL,6.66,80.19,Kalu,2023-12-12,2023-12-06,2023-12-14,1,high,pre_event,KAL_BUL_20231215,3.2,KAL_BUL_2023-12-12
KAL00068,KAL_BUL,6.66,80.19,Kalu,2024-05-28,2024-05-22,2024-06-03,1,high,flood_peak,KAL_BUL_20240527,3.2,KAL_BUL_2024-05-28
KAL00069,KAL_BUL,6.66,80.19,Kalu,2024-05-24,2024-05-18,2024-05-26,1,high,pre_event,KAL_BUL_20240527,3.2,KAL_BUL_2024-05-24
KAL00070,KAL_BUL,6.66,80.19,Kalu,2024-06-04,2024-05-29,2024-06-10,1,high,flood_peak,KAL_BUL_20240604,3.2,KAL_BUL_2024-06-04
KAL00071,KAL_BUL,6.66,80.19,Kalu,2024-06-01,2024-05-26,2024-06-03,1,high,pre_event,KAL_BUL_20240604,3.2,KAL_BUL_2024-06-01
KAL00072,KAL_BUL,6.66,80.19,Kalu,2025-11-29,2025-11-23,2025-12-05,1,severe,flood_peak,KAL_BUL_20251126,3.2,KAL_BUL_2025-11-29
KAL00073,KAL_BUL,6.66,80.19,Kalu,2025-11-23,2025-11-17,2025-11-25,1,severe,pre_event,KAL_BUL_20251126,3.2,KAL_BUL_2025-11-23
KAL00074,KAL_KLT,6.583,79.96,Kalu,2015-10-18,2015-10-12,2015-10-24,1,high,flood_peak,KAL_KLT_20151018,3.2,KAL_KLT_2015-10-18
KAL00075,KAL_KLT,6.583,79.96,Kalu,2015-10-15,2015-10-09,2015-10-17,1,high,pre_event,KAL_KLT_20151018,3.2,KAL_KLT_2015-10-15
KAL00076,KAL_KLT,6.583,79.96,Kalu,2015-10-25,2015-10-19,2015-10-31,1,severe,flood_peak,KAL_KLT_20151023,3.2,KAL_KLT_2015-10-25
KAL00077,KAL_KLT,6.583,79.96,Kalu,2015-10-20,2015-10-14,2015-10-22,1,severe,pre_event,KAL_KLT_20151023,3.2,KAL_KLT_2015-10-20
KAL00078,KAL_KLT,6.583,79.96,Kalu,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,KAL_KLT_20160514,3.2,KAL_KLT_2016-05-15
KAL00079,KAL_KLT,6.583,79.96,Kalu,2016-05-11,2016-05-05,2016-05-13,1,severe,pre_event,KAL_KLT_20160514,3.2,KAL_KLT_2016-05-11
KAL00080,KAL_KLT,6.583,79.96,Kalu,2019-10-21,2019-10-15,2019-10-27,1,high,flood_peak,KAL_KLT_20191020,3.2,KAL_KLT_2019-10-21
KAL00081,KAL_KLT,6.583,79.96,Kalu,2019-10-17,2019-10-11,2019-10-19,1,high,pre_event,KAL_KLT_20191020,3.2,KAL_KLT_2019-10-17
KAL00082,KAL_KLT,6.583,79.96,Kalu,2023-10-21,2023-10-15,2023-10-27,1,high,flood_peak,KAL_KLT_20231021,3.2,KAL_KLT_2023-10-21
KAL00083,KAL_KLT,6.583,79.96,Kalu,2023-10-18,2023-10-12,2023-10-20,1,high,pre_event,KAL_KLT_20231021,3.2,KAL_KLT_2023-10-18
KAL00084,KAL_KLT,6.583,79.96,Kalu,2023-11-10,2023-11-04,2023-11-16,1,high,flood_peak,KAL_KLT_20231102,3.2,KAL_KLT_2023-11-10
KAL00085,KAL_KLT,6.583,79.96,Kalu,2023-10-30,2023-10-24,2023-11-01,1,high,pre_event,KAL_KLT_20231102,3.2,KAL_KLT_2023-10-30
KAL00086,KAL_KLT,6.583,79.96,Kalu,2023-11-25,2023-11-19,2023-12-01,1,high,flood_peak,KAL_KLT_20231124,3.2,KAL_KLT_2023-11-25
KAL00087,KAL_KLT,6.583,79.96,Kalu,2023-11-21,2023-11-15,2023-11-23,1,high,pre_event,KAL_KLT_20231124,3.2,KAL_KLT_2023-11-21
KAL00088,KAL_KLT,6.583,79.96,Kalu,2023-12-01,2023-11-25,2023-12-07,1,high,flood_peak,KAL_KLT_20231130,3.2,KAL_KLT_2023-12-01
KAL00089,KAL_KLT,6.583,79.96,Kalu,2023-11-27,2023-11-21,2023-11-29,1,high,pre_event,KAL_KLT_20231130,3.2,KAL_KLT_2023-11-27
KAL00090,KAL_KLT,6.583,79.96,Kalu,2023-12-12,2023-12-06,2023-12-18,1,high,flood_peak,KAL_KLT_20231212,3.2,KAL_KLT_2023-12-12
KAL00091,KAL_KLT,6.583,79.96,Kalu,2023-12-09,2023-12-03,2023-12-11,1,high,pre_event,KAL_KLT_20231212,3.2,KAL_KLT_2023-12-09
KAL00092,KAL_KLT,6.583,79.96,Kalu,2023-12-21,2023-12-15,2023-12-27,1,high,flood_peak,KAL_KLT_20231215,3.2,KAL_KLT_2023-12-21
KAL00093,KAL_KLT,6.583,79.96,Kalu,2023-12-12,2023-12-06,2023-12-14,1,high,pre_event,KAL_KLT_20231215,3.2,KAL_KLT_2023-12-12
KAL00094,KAL_KLT,6.583,79.96,Kalu,2024-05-27,2024-05-21,2024-06-02,1,high,flood_peak,KAL_KLT_20240526,3.2,KAL_KLT_2024-05-27
KAL00095,KAL_KLT,6.583,79.96,Kalu,2024-05-23,2024-05-17,2024-05-25,1,high,pre_event,KAL_KLT_20240526,3.2,KAL_KLT_2024-05-23
KAL00096,KAL_KLT,6.583,79.96,Kalu,2025-11-29,2025-11-23,2025-12-05,1,severe,flood_peak,KAL_KLT_20251126,3.2,KAL_KLT_2025-11-29
KAL00097,KAL_KLT,6.583,79.96,Kalu,2025-11-23,2025-11-17,2025-11-25,1,severe,pre_event,KAL_KLT_20251126,3.2,KAL_KLT_2025-11-23
KAL00098,KAL_RAT,6.683,80.4,Kalu,2015-10-16,2015-10-10,2015-10-22,1,high,flood_peak,KAL_RAT_20151016,3.2,KAL_RAT_2015-10-16
KAL00099,KAL_RAT,6.683,80.4,Kalu,2015-10-13,2015-10-07,2015-10-15,1,high,pre_event,KAL_RAT_20151016,3.2,KAL_RAT_2015-10-13
KAL00100,KAL_RAT,6.683,80.4,Kalu,2015-10-24,2015-10-18,2015-10-30,1,severe,flood_peak,KAL_RAT_20151023,3.2,KAL_RAT_2015-10-24
KAL00101,KAL_RAT,6.683,80.4,Kalu,2015-10-20,2015-10-14,2015-10-22,1,severe,pre_event,KAL_RAT_20151023,3.2,KAL_RAT_2015-10-20
KAL00102,KAL_RAT,6.683,80.4,Kalu,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,KAL_RAT_20160514,3.2,KAL_RAT_2016-05-15
KAL00103,KAL_RAT,6.683,80.4,Kalu,2016-05-11,2016-05-05,2016-05-13,1,severe,pre_event,KAL_RAT_20160514,3.2,KAL_RAT_2016-05-11
KAL00104,KAL_RAT,6.683,80.4,Kalu,2023-11-05,2023-10-30,2023-11-11,1,high,flood_peak,KAL_RAT_20231105,3.2,KAL_RAT_2023-11-05
KAL00105,KAL_RAT,6.683,80.4,Kalu,2023-11-02,2023-10-27,2023-11-04,1,high,pre_event,KAL_RAT_20231105,3.2,KAL_RAT_2023-11-02
KAL00106,KAL_RAT,6.683,80.4,Kalu,2023-12-21,2023-12-15,2023-12-27,1,high,flood_peak,KAL_RAT_20231219,3.2,KAL_RAT_2023-12-21
KAL00107,KAL_RAT,6.683,80.4,Kalu,2023-12-16,2023-12-10,2023-12-18,1,high,pre_event,KAL_RAT_20231219,3.2,KAL_RAT_2023-12-16
KAL00108,KAL_RAT,6.683,80.4,Kalu,2024-05-27,2024-05-21,2024-06-02,1,high,flood_peak,KAL_RAT_20240526,3.2,KAL_RAT_2024-05-27
KAL00109,KAL_RAT,6.683,80.4,Kalu,2024-05-23,2024-05-17,2024-05-25,1,high,pre_event,KAL_RAT_20240526,3.2,KAL_RAT_2024-05-23
KAL00110,KAL_RAT,6.683,80.4,Kalu,2025-11-29,2025-11-23,2025-12-05,1,severe,flood_peak,KAL_RAT_20251126,3.2,KAL_RAT_2025-11-29
KAL00111,KAL_RAT,6.683,80.4,Kalu,2025-11-23,2025-11-17,2025-11-25,1,severe,pre_event,KAL_RAT_20251126,3.2,KAL_RAT_2025-11-23
KAL00112,KAL_BUL,6.66,80.19,Kalu,2022-03-06,2022-02-28,2022-03-12,0,none,dry_negative,,3.2,KAL_BUL_2022-03-06
KAL00113,KAL_BAL,6.652,80.698,Kalu,2023-04-15,2023-04-09,2023-04-21,0,none,dry_negative,,3.2,KAL_BAL_2023-04-15
KAL00114,KAL_KLT,6.583,79.96,Kalu,2024-07-24,2024-07-18,2024-07-30,0,none,dry_negative,,3.2,KAL_KLT_2024-07-24
KAL00115,KAL_KLT,6.583,79.96,Kalu,2016-02-21,2016-02-15,2016-02-27,0,none,dry_negative,,3.2,KAL_KLT_2016-02-21
KAL00116,KAL_AGA,6.535,80.15,Kalu,2023-03-05,2023-02-27,2023-03-11,0,none,dry_negative,,3.2,KAL_AGA_2023-03-05
KAL00117,KAL_KLT,6.583,79.96,Kalu,2017-08-28,2017-08-22,2017-09-03,0,none,dry_negative,,3.2,KAL_KLT_2017-08-28
KAL00118,KAL_BAL,6.652,80.698,Kalu,2024-02-27,2024-02-21,2024-03-04,0,none,dry_negative,,3.2,KAL_BAL_2024-02-27
KAL00119,KAL_KLT,6.583,79.96,Kalu,2016-11-12,2016-11-06,2016-11-18,0,none,dry_negative,,3.2,KAL_KLT_2016-11-12
KAL00120,KAL_KLT,6.583,79.96,Kalu,2023-08-23,2023-08-17,2023-08-29,0,none,dry_negative,,3.2,KAL_KLT_2023-08-23
KAL00121,KAL_BAL,6.652,80.698,Kalu,2016-04-12,2016-04-06,2016-04-18,0,none,dry_negative,,3.2,KAL_BAL_2016-04-12
KAL00122,KAL_KLT,6.583,79.96,Kalu,2019-04-24,2019-04-18,2019-04-30,0,none,dry_negative,,3.2,KAL_KLT_2019-04-24
KAL00123,KAL_RAT,6.683,80.4,Kalu,2016-10-26,2016-10-20,2016-11-01,0,none,dry_negative,,3.2,KAL_RAT_2016-10-26
KAL00124,KAL_AGA,6.535,80.15,Kalu,2025-11-14,2025-11-08,2025-11-20,0,none,dry_negative,,3.2,KAL_AGA_2025-11-14
KAL00125,KAL_RAT,6.683,80.4,Kalu,2022-10-22,2022-10-16,2022-10-28,0,none,dry_negative,,3.2,KAL_RAT_2022-10-22
KAL00126,KAL_RAT,6.683,80.4,Kalu,2018-08-16,2018-08-10,2018-08-22,0,none,dry_negative,,3.2,KAL_RAT_2018-08-16
KAL00127,KAL_KLT,6.583,79.96,Kalu,2018-01-12,2018-01-06,2018-01-18,0,none,dry_negative,,3.2,KAL_KLT_2018-01-12
KAL00128,KAL_BAL,6.652,80.698,Kalu,2020-08-30,2020-08-24,2020-09-05,0,none,dry_negative,,3.2,KAL_BAL_2020-08-30
KAL00129,KAL_BUL,6.66,80.19,Kalu,2020-05-01,2020-04-25,2020-05-07,0,none,dry_negative,,3.2,KAL_BUL_2020-05-01
KAL00130,KAL_BAL,6.652,80.698,Kalu,2019-03-22,2019-03-16,2019-03-28,0,none,dry_negative,,3.2,KAL_BAL_2019-03-22
KAL00131,KAL_BUL,6.66,80.19,Kalu,2015-02-18,2015-02-12,2015-02-24,0,none,dry_negative,,3.2,KAL_BUL_2015-02-18
KAL00132,KAL_RAT,6.683,80.4,Kalu,2015-10-11,2015-10-05,2015-10-17,0,none,dry_negative,,3.2,KAL_RAT_2015-10-11
KAL00133,KAL_BAL,6.652,80.698,Kalu,2023-04-19,2023-04-13,2023-04-25,0,none,dry_negative,,3.2,KAL_BAL_2023-04-19
KAL00134,KAL_BUL,6.66,80.19,Kalu,2016-07-06,2016-06-30,2016-07-12,0,none,dry_negative,,3.2,KAL_BUL_2016-07-06
KAL00135,KAL_AGA,6.535,80.15,Kalu,2019-06-21,2019-06-15,2019-06-27,0,none,dry_negative,,3.2,KAL_AGA_2019-06-21
KAL00136,KAL_BUL,6.66,80.19,Kalu,2022-02-18,2022-02-12,2022-02-24,0,none,dry_negative,,3.2,KAL_BUL_2022-02-18
KAL00137,KAL_RAT,6.683,80.4,Kalu,2021-09-16,2021-09-10,2021-09-22,0,none,dry_negative,,3.2,KAL_RAT_2021-09-16
KAL00138,KAL_BUL,6.66,80.19,Kalu,2024-05-11,2024-05-05,2024-05-17,0,none,dry_negative,,3.2,KAL_BUL_2024-05-11
KAL00139,KAL_AGA,6.535,80.15,Kalu,2016-10-21,2016-10-15,2016-10-27,0,none,dry_negative,,3.2,KAL_AGA_2016-10-21
KAL00140,KAL_KLT,6.583,79.96,Kalu,2025-08-12,2025-08-06,2025-08-18,0,none,dry_negative,,3.2,KAL_KLT_2025-08-12
KAL00141,KAL_RAT,6.683,80.4,Kalu,2018-09-26,2018-09-20,2018-10-02,0,none,dry_negative,,3.2,KAL_RAT_2018-09-26
KAL00142,KAL_RAT,6.683,80.4,Kalu,2016-03-11,2016-03-05,2016-03-17,0,none,dry_negative,,3.2,KAL_RAT_2016-03-11
KAL00143,KAL_KLT,6.583,79.96,Kalu,2024-12-22,2024-12-16,2024-12-28,0,none,dry_negative,,3.2,KAL_KLT_2024-12-22
KAL00144,KAL_AGA,6.535,80.15,Kalu,2025-10-16,2025-10-10,2025-10-22,0,none,dry_negative,,3.2,KAL_AGA_2025-10-16
KAL00145,KAL_BAL,6.652,80.698,Kalu,2015-03-19,2015-03-13,2015-03-25,0,none,dry_negative,,3.2,KAL_BAL_2015-03-19
KAL00146,KAL_BUL,6.66,80.19,Kalu,2019-07-27,2019-07-21,2019-08-02,0,none,dry_negative,,3.2,KAL_BUL_2019-07-27
KAL00147,KAL_BUL,6.66,80.19,Kalu,2016-08-06,2016-07-31,2016-08-12,0,none,dry_negative,,3.2,KAL_BUL_2016-08-06
KAL00148,KAL_AGA,6.535,80.15,Kalu,2020-02-28,2020-02-22,2020-03-05,0,none,dry_negative,,3.2,KAL_AGA_2020-02-28
KAL00149,KAL_AGA,6.535,80.15,Kalu,2023-03-23,2023-03-17,2023-03-29,0,none,dry_negative,,3.2,KAL_AGA_2023-03-23
KAL00150,KAL_AGA,6.535,80.15,Kalu,2021-03-22,2021-03-16,2021-03-28,0,none,dry_negative,,3.2,KAL_AGA_2021-03-22
KAL00151,KAL_BAL,6.652,80.698,Kalu,2016-03-13,2016-03-07,2016-03-19,0,none,dry_negative,,3.2,KAL_BAL_2016-03-13
KAL00152,KAL_RAT,6.683,80.4,Kalu,2025-03-18,2025-03-12,2025-03-24,0,none,dry_negative,,3.2,KAL_RAT_2025-03-18
KAL00153,KAL_KLT,6.583,79.96,Kalu,2016-03-27,2016-03-21,2016-04-02,0,none,dry_negative,,3.2,KAL_KLT_2016-03-27
KAL00154,KAL_BUL,6.66,80.19,Kalu,2021-02-17,2021-02-11,2021-02-23,0,none,dry_negative,,3.2,KAL_BUL_2021-02-17
KAL00155,KAL_KLT,6.583,79.96,Kalu,2024-11-14,2024-11-08,2024-11-20,0,none,dry_negative,,3.2,KAL_KLT_2024-11-14
KAL00156,KAL_RAT,6.683,80.4,Kalu,2024-03-11,2024-03-05,2024-03-17,0,none,dry_negative,,3.2,KAL_RAT_2024-03-11
KAL00157,KAL_KLT,6.583,79.96,Kalu,2019-01-17,2019-01-11,2019-01-23,0,none,dry_negative,,3.2,KAL_KLT_2019-01-17
KAL00158,KAL_AGA,6.535,80.15,Kalu,2016-05-10,2016-05-04,2016-05-16,0,none,dry_negative,,3.2,KAL_AGA_2016-05-10
KAL00159,KAL_KLT,6.583,79.96,Kalu,2016-08-25,2016-08-19,2016-08-31,0,none,dry_negative,,3.2,KAL_KLT_2016-08-25
KAL00160,KAL_KLT,6.583,79.96,Kalu,2019-06-28,2019-06-22,2019-07-04,0,none,dry_negative,,3.2,KAL_KLT_2019-06-28
KAL00161,KAL_AGA,6.535,80.15,Kalu,2022-04-29,2022-04-23,2022-05-05,0,none,dry_negative,,3.2,KAL_AGA_2022-04-29
