sample_id,scene_id,actual_date,path,node_id,label,severity,purpose,tabular_key
S000013,S1A_IW_GRDH_1SDV_20211030T002519_20211030T002544_040341_04C7EF_rtc,2021-10-30,data\images\S000013.npy,ATT_GAM,1,high,pre_event,ATT_GAM_2021-11-05
S000016,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000016.npy,ATT_GAM,1,high,flood_peak,ATT_GAM_2023-11-05
S000017,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000017.npy,ATT_GAM,1,high,pre_event,ATT_GAM_2023-11-01
S000018,S1A_IW_GRDH_1SDV_20231125T002528_20231125T002553_051366_0632CF_rtc,2023-11-25,data\images\S000018.npy,ATT_GAM,1,high,flood_peak,ATT_GAM_2023-11-23
S000019,S1A_IW_GRDH_1SDV_20231113T002529_20231113T002554_051191_062CC5_rtc,2023-11-13,data\images\S000019.npy,ATT_GAM,1,high,pre_event,ATT_GAM_2023-11-19
S000020,S1A_IW_GRDH_1SDV_20240523T002527_20240523T002552_053991_069047_rtc,2024-05-23,data\images\S000020.npy,ATT_GAM,1,high,flood_peak,ATT_GAM_2024-05-27
S000015,S1A_IW_GRDH_1SDV_20231008T002530_20231008T002555_050666_061AC8_rtc,2023-10-08,data\images\S000015.npy,ATT_GAM,1,high,pre_event,ATT_GAM_2023-10-18
S000021,S1A_IW_GRDH_1SDV_20240523T002527_20240523T002552_053991_069047_rtc,2024-05-23,data\images\S000021.npy,ATT_GAM,1,high,pre_event,ATT_GAM_2024-05-18
S000022,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000022.npy,ATT_GAM,1,high,flood_peak,ATT_GAM_2024-11-30
S000027,S1A_IW_GRDH_1SSV_20160505T002443_20160505T002508_011116_010C15_rtc,2016-05-05,data\images\S000027.npy,ATT_JAE,1,severe,pre_event,ATT_JAE_2016-05-12
S000028,S1A_IW_GRDH_1SDV_20161113T002448_20161113T002513_013916_016673_rtc,2016-11-13,data\images\S000028.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2016-11-19
S000029,S1A_IW_GRDH_1SDV_20161113T002448_20161113T002513_013916_016673_rtc,2016-11-13,data\images\S000029.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2016-11-16
S000023,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000023.npy,ATT_GAM,1,high,pre_event,ATT_GAM_2024-11-25
S000031,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000031.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2017-10-27
S000033,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000033.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2017-11-02
S000032,S1A_IW_GRDH_1SDV_20171108T002453_20171108T002518_019166_020701_rtc,2017-11-08,data\images\S000032.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2017-11-05
S000035,S1A_IW_GRDH_1SDV_20171202T002453_20171202T002518_019516_0211F7_rtc,2017-12-02,data\images\S000035.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2017-11-27
S000034,S1A_IW_GRDH_1SDV_20171202T002453_20171202T002518_019516_0211F7_rtc,2017-12-02,data\images\S000034.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2017-11-30
S000026,S1A_IW_GRDH_1SSV_20160522T125651_20160522T125720_011372_01146A_rtc,2016-05-22,data\images\S000026.npy,ATT_JAE,1,severe,flood_peak,ATT_JAE_2016-05-15
S000036,S1B_IW_GRDH_1SDV_20180530T125622_20180530T125651_011151_014743_rtc,2018-05-30,data\images\S000036.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2018-06-07
S000037,S1B_IW_GRDH_1SDV_20180530T125622_20180530T125651_011151_014743_rtc,2018-05-30,data\images\S000037.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2018-06-04
S000043,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000043.npy,ATT_JAE,1,severe,pre_event,ATT_JAE_2019-10-12
S000044,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000044.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2019-10-20
S000042,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000042.npy,ATT_JAE,1,severe,flood_peak,ATT_JAE_2019-10-15
S000045,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000045.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2019-10-17
S000046,S1A_IW_GRDH_1SDV_20191216T002505_20191216T002530_030366_03795E_rtc,2019-12-16,data\images\S000046.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2019-12-22
S000047,S1A_IW_GRDH_1SDV_20191216T002505_20191216T002530_030366_03795E_rtc,2019-12-16,data\images\S000047.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2019-12-17
S000048,S1A_IW_GRDH_1SDV_20200812T002511_20200812T002536_033866_03ED6C_rtc,2020-08-12,data\images\S000048.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2020-08-09
S000049,S1A_IW_GRDH_1SDV_20200731T002510_20200731T002535_033691_03E7A5_rtc,2020-07-31,data\images\S000049.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2020-08-06
S000050,S1A_IW_GRDH_1SDV_20210115T002510_20210115T002535_036141_043CC0_rtc,2021-01-15,data\images\S000050.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2021-01-13
S000051,S1A_IW_GRDH_1SDV_20210115T002510_20210115T002535_036141_043CC0_rtc,2021-01-15,data\images\S000051.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2021-01-10
S000053,S1A_IW_GRDH_1SDV_20211030T002519_20211030T002544_040341_04C7EF_rtc,2021-10-30,data\images\S000053.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2021-10-26
S000052,S1A_IW_GRDH_1SDV_20211030T002519_20211030T002544_040341_04C7EF_rtc,2021-10-30,data\images\S000052.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2021-10-29
S000054,S1B_IW_GRDH_1SDV_20211117T002456_20211117T002521_029620_0388EA_rtc,2021-11-17,data\images\S000054.npy,ATT_JAE,1,severe,flood_peak,ATT_JAE_2021-11-09
S000055,S1A_IW_GRDH_1SDV_20211030T002519_20211030T002544_040341_04C7EF_rtc,2021-10-30,data\images\S000055.npy,ATT_JAE,1,severe,pre_event,ATT_JAE_2021-11-05
S000058,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000058.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2023-10-21
S000056,S1A_IW_GRDH_1SDV_20220510T002517_20220510T002542_043141_052705_rtc,2022-05-10,data\images\S000056.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2022-05-14
S000057,S1A_IW_GRDH_1SDV_20220510T002517_20220510T002542_043141_052705_rtc,2022-05-10,data\images\S000057.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2022-05-11
S000060,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000060.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2023-11-05
S000061,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000061.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2023-11-02
S000059,S1A_IW_GRDH_1SDV_20231008T002530_20231008T002555_050666_061AC8_rtc,2023-10-08,data\images\S000059.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2023-10-18
S000063,S1A_IW_GRDH_1SDV_20240511T002527_20240511T002552_053816_068A41_rtc,2024-05-11,data\images\S000063.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2024-05-17
S000065,S1A_IW_GRDH_1SDV_20240604T002526_20240604T002551_054166_069654_rtc,2024-06-04,data\images\S000065.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2024-05-31
S000064,S1A_IW_GRDH_1SDV_20240604T002526_20240604T002551_054166_069654_rtc,2024-06-04,data\images\S000064.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2024-06-03
S000066,S1A_IW_GRDH_1SDV_20240815T002524_20240815T002549_055216_06BAF9_rtc,2024-08-15,data\images\S000066.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2024-08-18
S000067,S1A_IW_GRDH_1SDV_20240815T002524_20240815T002549_055216_06BAF9_rtc,2024-08-15,data\images\S000067.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2024-08-15
S000062,S1A_IW_GRDH_1SDV_20240523T002527_20240523T002552_053991_069047_rtc,2024-05-23,data\images\S000062.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2024-05-21
S000070,S1A_IW_GRDH_1SDV_20241014T002526_20241014T002551_056091_06DCDB_rtc,2024-10-14,data\images\S000070.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2024-10-15
S000069,S1A_IW_GRDH_1SDV_20241014T002526_20241014T002551_056091_06DCDB_rtc,2024-10-14,data\images\S000069.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2024-10-09
S000068,S1A_IW_GRDH_1SDV_20241014T002526_20241014T002551_056091_06DCDB_rtc,2024-10-14,data\images\S000068.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2024-10-12
S000071,S1A_IW_GRDH_1SDV_20241014T002526_20241014T002551_056091_06DCDB_rtc,2024-10-14,data\images\S000071.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2024-10-12
S000076,S1A_IW_GRDH_1SSV_20160522T125651_20160522T125720_011372_01146A_rtc,2016-05-22,data\images\S000076.npy,ATT_NIT,1,severe,flood_peak,ATT_NIT_2016-05-15
S000072,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000072.npy,ATT_JAE,1,high,flood_peak,ATT_JAE_2024-11-30
S000073,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000073.npy,ATT_JAE,1,high,pre_event,ATT_JAE_2024-11-24
S000077,S1A_IW_GRDH_1SSV_20160505T002443_20160505T002508_011116_010C15_rtc,2016-05-05,data\images\S000077.npy,ATT_NIT,1,severe,pre_event,ATT_NIT_2016-05-12
S000080,S1A_IW_GRDH_1SDV_20171108T002453_20171108T002518_019166_020701_rtc,2017-11-08,data\images\S000080.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2017-11-05
S000078,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000078.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2017-10-31
S000079,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000079.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2017-10-28
S000081,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000081.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2017-11-01
S000082,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000082.npy,ATT_NIT,1,severe,flood_peak,ATT_NIT_2019-10-16
S000083,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000083.npy,ATT_NIT,1,severe,pre_event,ATT_NIT_2019-10-12
S000085,S1A_IW_GRDH_1SDV_20201116T002513_20201116T002538_035266_041E68_rtc,2020-11-16,data\images\S000085.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2020-11-12
S000084,S1A_IW_GRDH_1SDV_20201116T002513_20201116T002538_035266_041E68_rtc,2020-11-16,data\images\S000084.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2020-11-16
S000086,S1B_IW_GRDH_1SDV_20211117T002456_20211117T002521_029620_0388EA_rtc,2021-11-17,data\images\S000086.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2021-11-09
S000087,S1A_IW_GRDH_1SDV_20211030T002519_20211030T002544_040341_04C7EF_rtc,2021-10-30,data\images\S000087.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2021-11-05
S000089,S1A_IW_GRDH_1SDV_20231008T002530_20231008T002555_050666_061AC8_rtc,2023-10-08,data\images\S000089.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2023-10-18
S000088,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000088.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2023-10-21
S000090,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000090.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2023-11-05
S000091,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000091.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2023-11-01
S000093,S1A_IW_GRDH_1SDV_20231113T002529_20231113T002554_051191_062CC5_rtc,2023-11-13,data\images\S000093.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2023-11-19
S000092,S1A_IW_GRDH_1SDV_20231125T002528_20231125T002553_051366_0632CF_rtc,2023-11-25,data\images\S000092.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2023-11-23
S000095,S1A_IW_GRDH_1SDV_20240523T002527_20240523T002552_053991_069047_rtc,2024-05-23,data\images\S000095.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2024-05-24
S000094,S1A_IW_GRDH_1SDV_20240523T002527_20240523T002552_053991_069047_rtc,2024-05-23,data\images\S000094.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2024-05-28
S000097,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000097.npy,ATT_NIT,1,high,pre_event,ATT_NIT_2024-11-25
S000096,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000096.npy,ATT_NIT,1,high,flood_peak,ATT_NIT_2024-11-30
S000103,S1A_IW_GRDH_1SSV_20160505T002443_20160505T002508_011116_010C15_rtc,2016-05-05,data\images\S000103.npy,ATT_VEY,1,severe,pre_event,ATT_VEY_2016-05-12
S000102,S1A_IW_GRDH_1SSV_20160522T125651_20160522T125720_011372_01146A_rtc,2016-05-22,data\images\S000102.npy,ATT_VEY,1,severe,flood_peak,ATT_VEY_2016-05-15
S000105,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000105.npy,ATT_VEY,1,severe,pre_event,ATT_VEY_2017-10-28
S000104,S1A_IW_GRDH_1SDV_20171027T002454_20171027T002519_018991_020197_rtc,2017-10-27,data\images\S000104.npy,ATT_VEY,1,severe,flood_peak,ATT_VEY_2017-10-31
S000110,S1A_IW_GRDH_1SDV_20201116T002513_20201116T002538_035266_041E68_rtc,2020-11-16,data\images\S000110.npy,ATT_VEY,1,high,flood_peak,ATT_VEY_2020-11-15
S000111,S1A_IW_GRDH_1SDV_20201116T002513_20201116T002538_035266_041E68_rtc,2020-11-16,data\images\S000111.npy,ATT_VEY,1,high,pre_event,ATT_VEY_2020-11-12
S000109,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000109.npy,ATT_VEY,1,severe,pre_event,ATT_VEY_2019-10-12
S000108,S1A_IW_GRDH_1SDV_20191017T002506_20191017T002531_029491_035B01_rtc,2019-10-17,data\images\S000108.npy,ATT_VEY,1,severe,flood_peak,ATT_VEY_2019-10-16
S000114,S1B_IW_GRDH_1SDV_20211117T002456_20211117T002521_029620_0388EA_rtc,2021-11-17,data\images\S000114.npy,ATT_VEY,1,severe,flood_peak,ATT_VEY_2021-11-09
S000113,S1A_IW_GRDH_1SDV_20210115T002510_20210115T002535_036141_043CC0_rtc,2021-01-15,data\images\S000113.npy,ATT_VEY,1,high,pre_event,ATT_VEY_2021-01-10
S000112,S1A_IW_GRDH_1SDV_20210115T002510_20210115T002535_036141_043CC0_rtc,2021-01-15,data\images\S000112.npy,ATT_VEY,1,high,flood_peak,ATT_VEY_2021-01-13
S000117,S1A_IW_GRDH_1SDV_20231008T002530_20231008T002555_050666_061AC8_rtc,2023-10-08,data\images\S000117.npy,ATT_VEY,1,high,pre_event,ATT_VEY_2023-10-18
S000116,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000116.npy,ATT_VEY,1,high,flood_peak,ATT_VEY_2023-10-21
S000118,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000118.npy,ATT_VEY,1,high,flood_peak,ATT_VEY_2023-11-05
S000119,S1A_IW_GRDH_1SDV_20231101T002529_20231101T002554_051016_0626C0_rtc,2023-11-01,data\images\S000119.npy,ATT_VEY,1,high,pre_event,ATT_VEY_2023-11-02
S000115,S1A_IW_GRDH_1SDV_20211030T002519_20211030T002544_040341_04C7EF_rtc,2021-10-30,data\images\S000115.npy,ATT_VEY,1,severe,pre_event,ATT_VEY_2021-11-05
S000120,S1A_IW_GRDH_1SDV_20231125T002528_20231125T002553_051366_0632CF_rtc,2023-11-25,data\images\S000120.npy,ATT_VEY,1,high,flood_peak,ATT_VEY_2023-11-23
S000122,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000122.npy,ATT_VEY,1,high,flood_peak,ATT_VEY_2024-11-28
S000123,S1A_IW_GRDH_1SDV_20241119T002525_20241119T002550_056616_06F1BE_rtc,2024-11-19,data\images\S000123.npy,ATT_VEY,1,high,pre_event,ATT_VEY_2024-11-24
S000121,S1A_IW_GRDH_1SDV_20231113T002529_20231113T002554_051191_062CC5_rtc,2023-11-13,data\images\S000121.npy,ATT_VEY,1,high,pre_event,ATT_VEY_2023-11-19
S000124,S1A_IW_GRDH_1SSV_20150111T124845_20150111T124914_004124_004FE9_rtc,2015-01-11,data\images\S000124.npy,BAT_BAT,1,high,flood_peak,BAT_BAT_2015-01-01
S000127,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data\images\S000127.npy,BAT_BAT,1,high,pre_event,BAT_BAT_2015-10-24
S000126,S1A_IW_GRDH_1SSV_20151107T124853_20151107T124922_008499_00C064_rtc,2015-11-07,data\images\S000126.npy,BAT_BAT,1,high,flood_peak,BAT_BAT_2015-10-29
S000125,S1A_IW_GRDH_1SSV_20141218T124846_20141218T124915_003774_004808_rtc,2014-12-18,data\images\S000125.npy,BAT_BAT,1,high,pre_event,BAT_BAT_2014-12-29
S000130,S1A_IW_GRDH_1SDV_20221224T124953_20221224T125018_046474_059178_rtc,2022-12-24,data\images\S000130.npy,BAT_BAT,1,high,flood_peak,BAT_BAT_2022-12-27
S000129,S1A_IW_GRDH_1SDV_20181103T002500_20181103T002523_024416_02ACD7_rtc,2018-11-03,data\images\S000129.npy,BAT_BAT,1,severe,pre_event,BAT_BAT_2018-11-03
S000131,S1A_IW_GRDH_1SDV_20221224T002523_20221224T002548_046466_059132_rtc,2022-12-24,data\images\S000131.npy,BAT_BAT,1,high,pre_event,BAT_BAT_2022-12-24
S000133,S1A_IW_GRDH_1SDV_20231214T001722_20231214T001758_051643_063C67_rtc,2023-12-14,data\images\S000133.npy,BAT_BAT,1,high,pre_event,BAT_BAT_2023-12-15
S000132,S1A_IW_GRDH_1SDV_20231219T002528_20231219T002553_051716_063EF0_rtc,2023-12-19,data\images\S000132.npy,BAT_BAT,1,high,flood_peak,BAT_BAT_2023-12-18
S000135,S1A_IW_GRDH_1SDV_20241126T001719_20241126T001754_056718_06F5D2_rtc,2024-11-26,data\images\S000135.npy,BAT_BAT,1,severe,pre_event,BAT_BAT_2024-11-24
S000134,S1A_IW_GRDH_1SDV_20241126T001719_20241126T001754_056718_06F5D2_rtc,2024-11-26,data\images\S000134.npy,BAT_BAT,1,severe,flood_peak,BAT_BAT_2024-11-28
S000128,S1A_IW_GRDH_1SDV_20181110T001657_20181110T001727_024518_02B09E_rtc,2018-11-10,data\images\S000128.npy,BAT_BAT,1,severe,flood_peak,BAT_BAT_2018-11-07
S000137,S1A_IW_GRDH_1SDV_20241213T124954_20241213T125019_056974_06FFE3_rtc,2024-12-13,data\images\S000137.npy,BAT_BAT,1,high,pre_event,BAT_BAT_2024-12-16
S000136,S1A_IW_GRDH_1SDV_20241213T124954_20241213T125019_056974_06FFE3_rtc,2024-12-13,data\images\S000136.npy,BAT_BAT,1,high,flood_peak,BAT_BAT_2024-12-19
S000140,S1A_IW_GRDH_1SSV_20151107T124853_20151107T124922_008499_00C064_rtc,2015-11-07,data\images\S000140.npy,BAT_ERA,1,high,flood_peak,BAT_ERA_2015-10-29
S000138,S1A_IW_GRDH_1SSV_20150111T124845_20150111T124914_004124_004FE9_rtc,2015-01-11,data\images\S000138.npy,BAT_ERA,1,high,flood_peak,BAT_ERA_2015-01-01
S000139,S1A_IW_GRDH_1SSV_20141218T124846_20141218T124915_003774_004808_rtc,2014-12-18,data\images\S000139.npy,BAT_ERA,1,high,pre_event,BAT_ERA_2014-12-29
S000141,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data\images\S000141.npy,BAT_ERA,1,high,pre_event,BAT_ERA_2015-10-25
S000144,S1A_IW_GRDH_1SDV_20201222T124942_20201222T125007_035799_0430CA_rtc,2020-12-22,data\images\S000144.npy,BAT_ERA,1,high,flood_peak,BAT_ERA_2020-12-24
S000143,S1A_IW_GRDH_1SDV_20181103T002500_20181103T002523_024416_02ACD7_rtc,2018-11-03,data\images\S000143.npy,BAT_ERA,1,severe,pre_event,BAT_ERA_2018-11-03
S000142,S1A_IW_GRDH_1SDV_20181110T001657_20181110T001727_024518_02B09E_rtc,2018-11-10,data\images\S000142.npy,BAT_ERA,1,severe,flood_peak,BAT_ERA_2018-11-07
S000145,S1A_IW_GRDH_1SDV_20201222T002511_20201222T002536_035791_043084_rtc,2020-12-22,data\images\S000145.npy,BAT_ERA,1,high,pre_event,BAT_ERA_2020-12-21
S000146,S1A_IW_GRDH_1SDV_20221224T124953_20221224T125018_046474_059178_rtc,2022-12-24,data\images\S000146.npy,BAT_ERA,1,high,flood_peak,BAT_ERA_2022-12-27
S000147,S1A_IW_GRDH_1SDV_20221224T002523_20221224T002548_046466_059132_rtc,2022-12-24,data\images\S000147.npy,BAT_ERA,1,high,pre_event,BAT_ERA_2022-12-24
S000148,S1A_IW_GRDH_1SDV_20231219T002528_20231219T002553_051716_063EF0_rtc,2023-12-19,data\images\S000148.npy,BAT_ERA,1,high,flood_peak,BAT_ERA_2023-12-18
S000149,S1A_IW_GRDH_1SDV_20231214T001722_20231214T001758_051643_063C67_rtc,2023-12-14,data\images\S000149.npy,BAT_ERA,1,high,pre_event,BAT_ERA_2023-12-15
S000151,S1A_IW_GRDH_1SDV_20241126T001719_20241126T001754_056718_06F5D2_rtc,2024-11-26,data\images\S000151.npy,BAT_ERA,1,severe,pre_event,BAT_ERA_2024-11-24
S000150,S1A_IW_GRDH_1SDV_20241126T001719_20241126T001754_056718_06F5D2_rtc,2024-11-26,data\images\S000150.npy,BAT_ERA,1,severe,flood_peak,BAT_ERA_2024-11-28
S000153,S1A_IW_GRDH_1SDV_20241213T124954_20241213T125019_056974_06FFE3_rtc,2024-12-13,data\images\S000153.npy,BAT_ERA,1,high,pre_event,BAT_ERA_2024-12-16
S000152,S1A_IW_GRDH_1SDV_20241213T124954_20241213T125019_056974_06FFE3_rtc,2024-12-13,data\images\S000152.npy,BAT_ERA,1,high,flood_peak,BAT_ERA_2024-12-19
S000154,S1A_IW_GRDH_1SSV_20150111T124845_20150111T124914_004124_004FE9_rtc,2015-01-11,data\images\S000154.npy,BAT_VAL,1,high,flood_peak,BAT_VAL_2015-01-01
S000157,S1A_IW_GRDH_1SSV_20151014T124854_20151014T124922_008149_00B70A_rtc,2015-10-14,data\images\S000157.npy,BAT_VAL,1,high,pre_event,BAT_VAL_2015-10-24
S000156,S1A_IW_GRDH_1SSV_20151107T124853_20151107T124922_008499_00C064_rtc,2015-11-07,data\images\S000156.npy,BAT_VAL,1,high,flood_peak,BAT_VAL_2015-10-28
S000159,S1A_IW_GRDH_1SSV_20151107T124853_20151107T124922_008499_00C064_rtc,2015-11-07,data\images\S000159.npy,BAT_VAL,1,high,pre_event,BAT_VAL_2015-11-11
S000155,S1A_IW_GRDH_1SSV_20141218T124846_20141218T124915_003774_004808_rtc,2014-12-18,data\images\S000155.npy,BAT_VAL,1,high,pre_event,BAT_VAL_2014-12-29
S000158,S1A_IW_GRDH_1SSV_20151119T002443_20151119T002508_008666_00C51D_rtc,2015-11-19,data\images\S000158.npy,BAT_VAL,1,high,flood_peak,BAT_VAL_2015-11-14
S000160,S1A_IW_GRDH_1SSV_20160517T124917_20160517T124942_011299_0111FA_rtc,2016-05-17,data\images\S000160.npy,BAT_VAL,1,high,flood_peak,BAT_VAL_2016-05-15
S000161,S1A_IW_GRDH_1SSV_20160517T124917_20160517T124942_011299_0111FA_rtc,2016-05-17,data\images\S000161.npy,BAT_VAL,1,high,pre_event,BAT_VAL_2016-05-12
